Date,SPY
2024-10-23,569.3650512695312
2024-10-24,570.596435546875
2024-10-25,570.3992919921875
2024-10-28,572.1627197265625
2024-10-29,573.0887451171875
2024-10-30,571.35498046875
2024-10-31,560.1546020507812
2024-11-01,562.518798828125
2024-11-04,561.30712890625
2024-11-05,568.0942993164062
2024-11-06,582.2203369140625
2024-11-07,586.7220458984375
2024-11-08,589.2636108398438
2024-11-11,589.8251342773438
2024-11-12,587.992919921875
2024-11-13,588.278564453125
2024-11-14,584.4957885742188
2024-11-15,577.0092163085938
2024-11-18,579.3734130859375
2024-11-19,581.4913330078125
2024-11-20,581.6883544921875
2024-11-21,584.8110961914062
2024-11-22,586.6236572265625
2024-11-25,588.613525390625
2024-11-26,591.6869506835938
2024-11-27,589.89404296875
2024-11-29,593.5585327148438
2024-12-02,594.6224975585938
2024-12-03,594.8982543945312
2024-12-04,598.59228515625
2024-12-05,597.6072387695312
2024-12-06,598.7401123046875
2024-12-09,595.65673828125
2024-12-10,593.8048706054688
2024-12-11,598.3953247070312
2024-12-12,595.3120727539062
2024-12-13,595.1937866210938
2024-12-16,597.7352294921875
2024-12-17,595.2725830078125
2024-12-18,577.5313720703125
2024-12-19,577.35400390625
2024-12-20,584.2886352539062
2024-12-23,587.7875366210938
2024-12-24,594.3207397460938
2024-12-26,594.3603515625
2024-12-27,588.103759765625
2024-12-30,581.392578125
2024-12-31,579.2774047851562
2025-01-02,577.8541259765625
2025-01-03,585.0792846679688
2025-01-06,588.44970703125
2025-01-07,581.7978515625
2025-01-08,582.6478881835938
2025-01-10,573.7523193359375
2025-01-13,574.6419067382812
2025-01-14,575.4326171875
2025-01-15,585.8997192382812
2025-01-16,584.7728881835938
2025-01-17,590.6439819335938
2025-01-21,596.0504150390625
2025-01-22,599.401123046875
2025-01-23,602.6727294921875
2025-01-24,600.913330078125
2025-01-27,592.4132080078125
2025-01-28,597.50341796875
2025-01-29,594.8248901367188
2025-01-30,598.0173950195312
2025-01-31,594.8347778320312
2025-02-03,590.831787109375
2025-02-04,594.7952270507812
2025-02-05,597.2068481445312
2025-02-06,599.2825317382812
2025-02-07,593.7969360351562
2025-02-10,597.8295288085938
2025-02-11,598.2843017578125
2025-02-12,596.3568115234375
2025-02-13,602.6529541015625
2025-02-14,602.623291015625
2025-02-18,604.3924560546875
2025-02-19,605.8157958984375
2025-02-20,603.29541015625
2025-02-21,592.9765625
2025-02-24,590.2782592773438
2025-02-25,587.3427124023438
2025-02-26,587.6392822265625
2025-02-27,578.2593994140625
2025-02-28,587.283447265625
2025-03-03,576.9942626953125
2025-03-04,570.1644897460938
2025-03-05,576.29248046875
2025-03-06,566.0626831054688
2025-03-07,569.2353515625
2025-03-10,554.073486328125
2025-03-11,549.467529296875
2025-03-12,552.38330078125
2025-03-13,545.0197143554688
2025-03-14,556.2775268554688
2025-03-17,560.5671997070312
2025-03-18,554.5083618164062
2025-03-19,560.5474243164062
2025-03-20,558.9264526367188
2025-03-21,559.11083984375
2025-03-24,569.1236572265625
2025-03-25,570.4917602539062
2025-03-26,563.6810302734375
2025-03-27,562.18408203125
2025-03-28,550.8626708984375
2025-03-31,554.5604858398438
2025-04-01,556.1267700195312
2025-04-02,559.646240234375
2025-04-03,532.0663452148438
2025-04-04,500.9176330566406
2025-04-07,500.025390625
2025-04-08,492.1936340332031
2025-04-09,543.8834838867188
2025-04-10,520.051025390625
2025-04-11,529.3301391601562
2025-04-14,534.4654541015625
2025-04-15,532.9684448242188
2025-04-16,521.1216430664062
2025-04-17,521.8651733398438
2025-04-21,509.443359375
2025-04-22,522.697998046875
2025-04-23,530.79736328125
2025-04-24,541.9701538085938
2025-04-25,545.8860473632812
2025-04-28,546.0941772460938
2025-04-29,549.5342407226562
2025-04-30,549.7523803710938
2025-05-01,553.6483764648438
2025-05-02,561.8668212890625
2025-05-05,558.6448364257812
2025-05-06,553.9755249023438
2025-05-07,556.3052978515625
2025-05-08,560.1815185546875
2025-05-09,559.4677124023438
2025-05-12,577.9567260742188
2025-05-13,581.7735595703125
2025-05-14,582.51708984375
2025-05-15,585.3622436523438
2025-05-16,589.0698852539062
2025-05-19,589.7142944335938
2025-05-20,587.7315673828125
2025-05-21,577.827880859375
2025-05-22,578.0558471679688
2025-05-23,574.1102294921875
2025-05-27,586.0463256835938
2025-05-28,582.6558227539062
2025-05-29,584.9557495117188
2025-05-30,584.301513671875
2025-06-02,587.5928344726562
2025-06-03,590.9436645507812
2025-06-04,590.7849731445312
2025-06-05,587.9298095703125
2025-06-06,593.96728515625
2025-06-09,594.5026245117188
2025-06-10,597.8732299804688
2025-06-11,596.1681518554688
2025-06-12,598.5374755859375
2025-06-13,591.8457641601562
2025-06-16,597.4766845703125
2025-06-17,592.3712158203125
2025-06-18,592.281982421875
2025-06-20,590.8909301757812
2025-06-23,596.7274780273438
2025-06-24,603.3196411132812
2025-06-25,603.65771484375
2025-06-26,608.380615234375
2025-06-27,611.4032592773438
2025-06-30,614.3265380859375
2025-07-01,614.127685546875
2025-07-02,616.9116821289062
2025-07-03,621.7738037109375
2025-07-07,617.140380859375
2025-07-08,616.8023681640625
2025-07-09,620.5010986328125
2025-07-10,622.2510986328125
2025-07-11,620.0635986328125
2025-07-14,621.2467651367188
2025-07-15,618.592041015625
2025-07-16,620.66015625
2025-07-17,624.4583740234375
2025-07-18,624.0010375976562
2025-07-21,625.1842651367188
2025-07-22,625.2737426757812
2025-07-23,630.59326171875
2025-07-24,630.802001953125
2025-07-25,633.4667358398438
2025-07-28,633.3076782226562
2025-07-29,631.63720703125
2025-07-30,630.841796875
2025-07-31,628.4754028320312
2025-08-01,618.1743774414062
2025-08-04,627.5704956054688
2025-08-05,624.3887329101562
2025-08-06,629.17138671875
2025-08-07,628.6443481445312
2025-08-08,633.5462646484375
2025-08-11,632.29345703125
2025-08-12,639.02490234375
2025-08-13,641.2123413085938
2025-08-14,641.27197265625
2025-08-15,639.7706298828125
2025-08-18,639.63134765625
2025-08-19,636.1612548828125
2025-08-20,634.470947265625
2025-08-21,631.925537109375
2025-08-22,641.6299438476562
2025-08-25,638.8060302734375
2025-08-26,641.4807739257812
2025-08-27,642.9423828125
2025-08-28,645.2192993164062
2025-08-29,641.3713989257812
2025-09-02,636.61865234375
2025-09-03,640.06884765625
2025-09-04,645.4181518554688
2025-09-05,643.5488891601562
2025-09-08,645.1298217773438
2025-09-09,646.6212768554688
2025-09-10,648.4906005859375
2025-09-11,653.8796997070312
2025-09-12,653.660888671875
2025-09-15,657.1409301757812
2025-09-16,656.2361450195312
2025-09-17,655.4208374023438
2025-09-18,658.4832763671875
2025-09-19,661.74462890625
2025-09-22,664.8753662109375
2025-09-23,661.256103515625
2025-09-24,659.1522216796875
2025-09-25,656.1112670898438
2025-09-26,659.8701782226562
2025-09-29,661.7246704101562
2025-09-30,664.21728515625
2025-10-01,666.4806518554688
2025-10-02,667.248291015625
2025-10-03,667.2384033203125
2025-10-06,669.6312866210938
2025-10-07,667.1486206054688
2025-10-08,671.1268920898438
2025-10-09,669.1826171875
2025-10-10,651.0960693359375
2025-10-13,661.0865478515625
2025-10-14,660.2789306640625
2025-10-15,663.2102661132812
2025-10-16,658.6936645507812
2025-10-17,662.4326171875
2025-10-20,669.3222045898438
2025-10-21,669.3121948242188
2025-10-22,665.83251953125
2025-10-23,669.7808837890625
2025-10-24,675.2546997070312
2025-10-27,683.2211303710938
2025-10-28,685.0357666015625
2025-10-29,685.3648071289062
2025-10-30,677.8270874023438
2025-10-31,680.050537109375
2025-11-03,681.3267822265625
2025-11-04,673.2506103515625
2025-11-05,675.583740234375
2025-11-06,668.3351440429688
2025-11-07,668.9931640625
2025-11-10,679.432373046875
2025-11-11,680.9877319335938
2025-11-12,681.3666381835938
2025-11-13,670.0599975585938
2025-11-14,669.9503784179688
2025-11-17,663.7088012695312
2025-11-18,658.1353149414062
2025-11-19,660.6777954101562
2025-11-20,650.6075439453125
2025-11-21,657.08837890625
2025-11-24,666.759765625
2025-11-25,673.03125
2025-11-26,677.6775512695312
2025-11-28,681.3765869140625
2025-12-01,678.2658081054688
2025-12-02,679.5220947265625
2025-12-03,681.8751220703125
2025-12-04,682.3736572265625
2025-12-05,683.6697998046875
2025-12-08,681.6159057617188
2025-12-09,681.027587890625
2025-12-10,685.5443115234375
2025-12-11,687.1395263671875
2025-12-12,679.7514038085938
2025-12-15,678.7244262695312
2025-12-16,676.8699340820312
2025-12-17,669.4219360351562
2025-12-18,674.4769287109375
2025-12-19,680.5900268554688
2025-12-22,684.8300170898438
2025-12-23,687.9600219726562
2025-12-24,690.3800048828125
2025-12-26,690.3099975585938
2025-12-29,687.8499755859375
2025-12-30,687.010009765625
2025-12-31,681.9199829101562
2026-01-02,683.1699829101562
2026-01-05,687.719970703125
2026-01-06,691.8099975585938
2026-01-07,689.5800170898438
2026-01-08,689.510009765625
2026-01-09,694.0700073242188
2026-01-12,695.1599731445312
2026-01-13,693.77001953125
2026-01-14,690.3599853515625
2026-01-15,692.239990234375
2026-01-16,691.6599731445312
2026-01-20,677.5800170898438
2026-01-21,685.4000244140625
2026-01-22,688.97998046875
2026-01-23,689.22998046875
